student_id,attendance,marks,assignment,lms,risk_score,risk_label
54135,35,47,48,12,42.33,Low
54136,65,37,60,73,23.83,Low
54137,45,93,62,65,27.1,Low
54138,37,58,51,37,36.37,Low
54139,95,46,96,61,7.1,Low
54140,30,29,94,90,38.8,Low
54141,44,78,63,35,30.43,Low
54142,78,77,55,34,15.6,Low
54143,50,51,36,29,33.23,Low
54144,63,74,56,16,23.6,Low
54145,93,79,61,23,15.5,Low
54146,73,52,96,80,3.87,Low
54147,81,92,72,37,11.9,Low
54148,77,37,34,69,24.1,Low
54149,92,99,61,35,14.3,Low
54150,60,27,47,39,38.5,Low
54151,37,52,33,85,35.17,Low
54152,66,31,94,72,20.2,Low
54153,88,49,34,82,15.6,Low
54154,90,37,22,83,25.1,Low
54155,37,90,60,80,30.27,Low
54156,67,73,91,40,12.07,Low
54157,52,69,83,94,16.27,Low
54158,74,34,61,26,25.33,Low
54159,55,24,20,65,45.77,Medium
54160,69,24,71,18,32.8,Low
54161,70,56,44,19,21.97,Low
54162,83,94,73,87,6.7,Low
54163,90,63,94,90,2.2,Low
54164,58,85,27,10,32.67,Low
54165,59,78,22,63,27.83,Low
54166,65,97,62,67,16.23,Low
54167,32,80,82,71,29.43,Low
54168,69,70,55,56,16.6,Low
54169,77,98,23,68,18.6,Low
54170,85,49,43,78,14.2,Low
54171,37,21,22,32,60.07,Medium
54172,52,85,89,79,16.57,Low
54173,44,72,73,48,27.13,Low
54174,81,62,97,28,7.8,Low
54175,31,98,37,14,44.67,Low
54176,79,47,62,43,15.1,Low
54177,85,85,85,93,3.7,Low
54178,98,72,73,74,8.0,Low
54179,63,73,97,48,12.2,Low
54180,39,70,41,29,38.1,Low
54181,41,55,35,41,37.03,Low
54182,64,76,69,12,20.87,Low
54183,90,82,85,37,9.3,Low
54184,45,43,39,48,37.6,Low
54185,44,89,34,48,34.93,Low
54186,64,23,47,66,36.07,Low
54187,34,49,40,55,38.97,Low
54188,58,57,49,35,25.77,Low
54189,35,36,41,99,41.63,Low
54190,37,34,85,60,36.87,Low
54191,61,42,91,59,18.17,Low
54192,50,36,92,10,32.33,Low
54193,50,93,71,82,20.93,Low
54194,66,39,37,51,28.9,Low
54195,86,92,71,76,8.2,Low
54196,37,25,87,18,46.07,Medium
54197,35,26,83,85,40.63,Low
54198,78,23,38,18,36.8,Low
54199,77,78,44,30,18.2,Low
54200,42,39,84,91,28.3,Low
54201,36,87,62,79,30.5,Low
54202,97,84,65,30,14.0,Low
54203,41,21,80,43,45.23,Medium
54204,75,45,87,72,8.4,Low
54205,37,60,42,15,40.37,Low
54206,42,50,82,54,25.8,Low
54207,92,89,65,98,7.2,Low
54208,52,37,29,88,35.47,Low
54209,40,29,21,91,47.97,Medium
54210,67,74,95,91,6.17,Low
54211,74,47,63,11,18.63,Low
54212,81,30,51,20,29.8,Low
54213,38,44,44,26,41.93,Low
54214,47,99,37,79,29.63,Low
54215,80,49,24,43,21.5,Low
54216,84,80,41,78,14.0,Low
54217,63,74,80,77,12.7,Low
54218,32,63,69,89,30.23,Low
54219,32,81,38,85,36.83,Low
54220,98,27,37,81,28.3,Low
54221,71,63,56,52,15.73,Low
54222,85,59,87,34,9.2,Low
54223,35,27,32,95,49.23,Medium
54224,56,77,33,31,30.43,Low
54225,81,21,74,87,23.9,Low
54226,93,81,92,63,5.3,Low
54227,61,48,93,76,12.47,Low
54228,77,98,21,91,16.7,Low
54229,83,26,84,35,24.1,Low
54230,90,21,36,35,36.7,Low
54231,41,76,46,16,37.33,Low
54232,70,27,88,41,24.77,Low
54233,96,99,39,53,16.9,Low
54234,31,48,81,39,34.57,Low
54235,45,21,64,48,45.8,Medium
54236,57,67,47,40,26.2,Low
54237,66,97,99,44,10.6,Low
54238,44,59,67,44,28.73,Low
54239,57,56,39,62,25.6,Low
54240,86,50,68,67,9.7,Low
54241,85,47,46,68,15.8,Low
54242,88,32,46,83,23.3,Low
54243,83,78,52,14,18.2,Low
54244,69,67,61,59,15.1,Low
54245,84,88,99,90,1.2,Low
54246,84,30,73,18,25.6,Low
54247,41,65,98,52,23.33,Low
54248,46,45,80,60,26.47,Low
54249,60,65,68,46,19.8,Low
54250,97,66,41,84,13.4,Low
54251,89,82,40,59,16.1,Low
54252,59,33,73,11,33.03,Low
54253,50,31,35,83,39.43,Low
54254,99,41,88,28,15.0,Low
54255,40,67,27,17,41.57,Low
54256,85,56,59,97,8.5,Low
54257,66,96,80,43,14.5,Low
54258,89,46,52,63,15.7,Low
54259,70,25,66,41,30.37,Low
54260,93,92,92,14,10.2,Low
54261,80,49,69,77,9.1,Low
54262,78,53,43,41,17.3,Low
54263,53,60,40,32,30.53,Low
54264,88,48,27,88,17.0,Low
54265,73,61,46,19,19.97,Low
54266,94,28,56,89,23.1,Low
54267,89,39,28,43,26.7,Low
54268,68,56,81,24,15.13,Low
54269,89,94,38,71,15.3,Low
54270,61,53,59,93,16.37,Low
54271,74,47,79,30,13.53,Low
54272,90,20,86,48,26.0,Low
54273,87,88,83,40,9.4,Low
54274,32,35,84,63,38.83,Low
54275,40,47,73,65,29.37,Low
54276,58,58,67,26,23.07,Low
54277,73,59,72,32,13.47,Low
54278,54,56,48,75,24.1,Low
54279,54,71,52,78,23.0,Low
54280,52,86,29,44,32.07,Low
54281,63,26,34,80,36.0,Low
54282,57,99,58,33,24.7,Low
54283,75,42,74,49,15.1,Low
54284,64,25,63,45,33.77,Low
54285,58,65,41,61,24.77,Low
54286,73,24,43,58,32.27,Low
54287,67,55,73,40,15.67,Low
54288,44,84,54,15,34.23,Low
54289,62,79,28,13,30.03,Low
54290,45,54,79,87,21.5,Low
54291,81,97,57,22,16.4,Low
54292,67,66,80,89,9.37,Low
54293,60,93,55,65,20.5,Low
54294,68,41,32,89,23.83,Low
54295,89,92,66,62,10.6,Low
54296,59,49,92,79,12.83,Low
54297,63,37,28,78,30.8,Low
54298,44,21,90,91,36.83,Low
54299,77,93,34,90,14.2,Low
54300,77,52,90,75,4.5,Low
54301,45,91,75,56,25.4,Low
54302,71,96,87,41,10.63,Low
54303,56,40,58,65,28.03,Low
54304,50,75,88,53,20.43,Low
54305,81,62,54,11,18.1,Low
54306,57,93,93,99,11.1,Low
54307,81,75,44,85,12.7,Low
54308,69,57,39,11,24.3,Low
54309,74,25,49,21,33.63,Low
54310,53,72,75,33,23.43,Low
54311,64,71,33,56,23.67,Low
54312,75,22,70,19,30.9,Low
54313,58,99,44,14,28.87,Low
54314,92,55,21,84,17.4,Low
54315,74,75,70,54,11.13,Low
54316,61,50,81,36,17.67,Low
54317,60,66,51,79,19.9,Low
54318,69,27,50,49,32.1,Low
54319,91,77,60,15,16.5,Low
54320,42,85,99,77,20.1,Low
54321,94,44,79,17,16.1,Low
54322,51,81,83,74,18.8,Low
54323,73,37,58,86,18.67,Low
54324,83,40,32,50,24.6,Low
54325,68,81,53,76,15.53,Low
54326,75,50,49,76,12.6,Low
54327,58,98,32,26,30.07,Low
54328,40,55,29,77,35.17,Low
54329,66,49,51,40,21.2,Low
54330,58,94,53,74,21.07,Low
54331,33,32,32,85,48.3,Medium
54332,44,57,80,31,27.43,Low
54333,45,89,81,44,25.4,Low
54334,53,34,47,66,35.33,Low
54335,66,38,73,97,17.7,Low
54336,44,25,30,20,53.53,Medium
54337,75,64,64,61,11.1,Low
54338,58,23,55,68,37.47,Low
54339,89,80,34,65,16.7,Low
54340,46,67,33,28,36.07,Low
54341,65,77,21,33,27.83,Low
54342,91,23,29,86,31.8,Low
54343,73,74,87,33,10.37,Low
54344,55,48,92,72,16.27,Low
54345,47,94,50,93,25.63,Low
54346,94,90,45,95,11.5,Low
54347,60,69,64,89,16.3,Low
54348,47,90,21,62,34.53,Low
54349,32,75,49,17,41.43,Low
54350,31,63,58,70,34.87,Low
54351,70,34,32,59,29.97,Low
54352,41,91,86,34,27.53,Low
54353,76,73,51,54,14.4,Low
54354,33,77,55,41,37.3,Low
54355,52,72,35,21,33.17,Low
54356,86,42,30,51,23.7,Low
54357,57,62,40,13,30.3,Low
54358,61,24,46,77,36.17,Low
54359,97,95,97,56,5.0,Low
54360,41,64,58,64,30.13,Low
54361,31,59,91,64,28.87,Low
54362,45,33,52,16,44.2,Low
54363,90,88,39,61,16.1,Low
54364,85,87,89,49,7.3,Low
54365,54,97,52,75,23.3,Low
54366,71,29,90,24,24.33,Low
54367,89,35,45,45,25.5,Low
54368,74,31,39,80,26.13,Low
54369,87,52,42,42,17.4,Low
54370,92,49,53,70,13.0,Low
54371,47,94,99,33,21.83,Low
54372,84,53,51,14,18.4,Low
54373,33,75,98,24,30.4,Low
54374,55,71,57,83,20.97,Low
54375,58,88,44,63,23.97,Low
54376,65,90,38,54,22.33,Low
54377,52,66,21,13,36.77,Low
54378,78,79,66,13,15.5,Low
54379,42,84,90,49,24.7,Low
54380,83,58,89,92,3.0,Low
54381,84,38,20,90,24.2,Low
54382,88,63,69,97,6.5,Low
54383,90,88,29,49,19.3,Low
54384,87,58,56,55,13.3,Low
54385,55,58,55,79,21.77,Low
54386,32,40,74,89,35.23,Low
54387,38,94,23,13,43.83,Low
54388,57,51,83,53,17.7,Low
54389,59,22,37,96,38.33,Low
54390,85,25,73,20,28.4,Low
54391,40,39,22,77,43.17,Low
54392,55,33,29,42,40.87,Low
54393,45,40,31,80,37.8,Low
54394,34,43,81,97,30.17,Low
54395,80,24,67,87,23.5,Low
54396,38,75,42,97,31.63,Low
54397,60,94,53,93,18.1,Low
54398,60,59,25,20,31.0,Low
54399,34,90,60,22,37.67,Low
54400,31,87,48,72,36.67,Low
54401,69,50,32,44,22.4,Low
54402,99,22,51,94,27.2,Low
54403,34,38,26,57,48.17,Medium
54404,93,53,34,13,21.9,Low
54405,47,52,70,56,25.33,Low
54406,97,76,53,35,15.9,Low
54407,76,20,68,61,28.3,Low
54408,88,25,25,25,37.5,Low
54409,40,22,54,69,47.77,Medium
54410,77,76,96,44,6.4,Low
54411,38,85,42,30,38.33,Low
54412,87,44,79,95,8.3,Low
54413,58,46,72,39,23.17,Low
54414,41,98,25,32,39.93,Low
54415,53,37,95,69,23.63,Low
54416,95,33,25,72,28.0,Low
54417,88,80,85,90,4.0,Low
54418,54,54,61,31,25.9,Low
54419,52,69,96,84,14.67,Low
54420,94,45,42,72,17.4,Low
54421,61,87,68,62,17.67,Low
54422,82,93,88,48,7.6,Low
54423,93,57,82,98,3.8,Low
54424,86,24,92,62,21.0,Low
54425,39,57,75,81,26.1,Low
54426,99,86,29,49,19.3,Low
54427,69,69,34,39,22.5,Low
54428,37,80,27,51,39.77,Low
54429,61,92,30,16,29.87,Low
54430,34,79,50,22,39.67,Low
54431,90,43,59,79,14.5,Low
54432,89,92,42,75,14.1,Low
54433,78,26,21,80,32.2,Low
54434,46,65,45,14,35.07,Low
54435,55,21,35,76,43.47,Low
54436,31,65,81,70,30.27,Low
54437,58,66,39,44,26.87,Low
54438,30,54,70,41,35.9,Low
54439,56,58,80,45,19.63,Low
54440,93,41,84,27,15.9,Low
54441,97,24,35,34,35.2,Low
54442,69,76,86,78,8.2,Low
54443,41,95,24,31,40.23,Low
54444,57,49,23,71,28.5,Low
54445,49,77,55,21,30.77,Low
54446,89,83,98,92,1.2,Low
54447,31,84,51,17,41.57,Low
54448,63,55,88,54,13.4,Low
54449,91,82,44,89,12.3,Low
54450,96,30,60,43,25.7,Low
54451,94,96,41,86,13.2,Low
54452,45,81,26,89,31.9,Low
54453,59,68,41,16,28.73,Low
54454,55,81,34,50,28.87,Low
54455,93,20,49,83,29.9,Low
54456,68,49,41,20,24.13,Low
54457,73,92,45,15,20.57,Low
54458,63,55,48,66,20.2,Low
54459,43,39,51,94,34.07,Low
54460,63,55,77,87,12.3,Low
54461,38,92,33,11,42.03,Low
54462,47,35,40,67,39.23,Low
54463,91,35,96,52,14.6,Low
54464,68,84,52,14,21.93,Low
54465,79,46,69,66,12.0,Low
54466,99,48,43,78,14.8,Low
54467,89,29,55,54,26.2,Low
54468,65,40,29,34,32.13,Low
54469,74,67,78,76,7.33,Low
54470,75,21,55,44,32.0,Low
54471,59,50,95,40,15.53,Low
54472,55,62,29,80,26.87,Low
54473,47,78,70,20,28.93,Low
54474,62,36,39,92,28.33,Low
54475,55,79,84,60,17.87,Low
54476,67,68,74,50,14.47,Low
54477,33,35,94,12,41.4,Low
54478,63,69,47,52,21.8,Low
54479,62,70,90,11,17.83,Low
54480,61,33,28,59,36.17,Low
54481,82,79,78,60,8.4,Low
54482,77,90,57,29,15.7,Low
54483,46,39,44,77,35.57,Low
54484,86,68,31,34,20.4,Low
54485,73,73,77,25,13.17,Low
54486,30,88,49,60,38.2,Low
54487,46,76,30,53,34.17,Low
54488,85,80,38,39,18.5,Low
54489,68,85,84,26,14.33,Low
54490,58,21,25,47,46.77,Medium
54491,83,35,60,61,20.9,Low
54492,80,61,81,43,9.5,Low
54493,30,72,79,18,36.4,Low
54494,86,42,58,26,20.6,Low
54495,30,62,86,68,30.0,Low
54496,67,78,98,72,7.47,Low
54497,83,29,70,65,22.1,Low
54498,89,46,46,60,17.2,Low
54499,77,76,83,84,5.0,Low
54500,55,38,28,98,32.47,Low
54501,77,74,25,33,21.7,Low
54502,58,94,43,32,27.27,Low
54503,67,31,72,96,21.67,Low
54504,61,81,48,59,21.97,Low
54505,75,31,44,86,24.0,Low
54506,94,56,43,36,17.8,Low
54507,52,31,32,30,44.27,Low
54508,63,75,75,18,19.6,Low
54509,39,60,28,78,35.8,Low
54510,65,88,26,63,23.83,Low
54511,92,63,80,47,9.3,Low
54512,89,64,62,31,14.5,Low
54513,78,81,61,18,16.0,Low
54514,93,90,94,86,2.6,Low
54515,84,65,72,93,6.3,Low
54516,69,84,64,94,11.0,Low
54517,98,26,26,80,31.2,Low
54518,59,46,83,63,18.03,Low
54519,80,88,32,64,17.2,Low
54520,85,38,29,69,24.5,Low
54521,32,74,50,93,33.63,Low
54522,69,46,61,49,18.5,Low
54523,42,84,53,10,36.0,Low
54524,99,97,60,62,11.8,Low
54525,64,44,98,26,17.27,Low
54526,98,99,92,37,7.9,Low
54527,99,70,94,35,7.7,Low
54528,93,45,53,87,13.7,Low
54529,70,56,22,85,19.77,Low
54530,44,66,50,91,27.43,Low
54531,76,40,82,69,12.7,Low
54532,51,64,63,81,22.1,Low
54533,32,64,53,62,36.13,Low
54534,41,63,26,98,33.13,Low
54535,47,76,29,12,37.93,Low
54536,57,84,84,72,15.6,Low
54537,35,74,38,10,42.73,Low
54538,68,22,41,33,39.03,Low
54539,66,61,40,79,18.9,Low
54540,34,79,57,19,38.57,Low
54541,58,72,73,16,22.87,Low
54542,54,90,65,86,19.6,Low
54543,97,59,22,50,20.6,Low
54544,43,55,97,18,25.87,Low
54545,68,93,37,54,20.93,Low
54546,48,88,69,37,26.9,Low
54547,59,37,77,53,25.63,Low
54548,69,85,34,33,23.1,Low
54549,77,53,40,60,16.0,Low
54550,99,92,59,47,13.5,Low
54551,53,81,94,35,19.43,Low
54552,35,32,91,54,38.53,Low
54553,84,28,94,78,16.6,Low
54554,59,36,91,30,25.73,Low
54555,55,76,79,41,20.77,Low
54556,34,67,26,82,38.47,Low
54557,67,74,98,57,8.97,Low
54558,85,34,74,63,18.5,Low
54559,70,67,56,25,18.97,Low
54560,35,66,98,36,28.13,Low
54561,85,50,46,24,18.4,Low
54562,68,73,53,94,13.73,Low
54563,48,80,51,84,25.8,Low
54564,57,38,66,77,25.9,Low
54565,55,51,54,82,21.67,Low
54566,89,79,98,81,2.3,Low
54567,42,61,63,31,31.9,Low
54568,40,92,31,85,33.97,Low
54569,78,23,63,98,23.8,Low
54570,86,55,24,58,19.4,Low
54571,97,97,76,86,6.2,Low
54572,56,43,75,87,20.63,Low
54573,52,91,97,91,13.77,Low
54574,70,86,98,85,4.57,Low
54575,36,61,72,67,29.7,Low
54576,57,56,47,62,24.0,Low
54577,51,99,21,28,35.8,Low
54578,87,79,86,94,3.4,Low
54579,52,38,48,37,36.17,Low
54580,64,61,83,57,13.57,Low
54581,62,73,72,66,15.93,Low
54582,72,53,39,44,19.4,Low
54583,81,96,43,60,15.4,Low
54584,91,92,69,90,7.2,Low
54585,50,62,61,77,23.43,Low
54586,47,96,51,61,28.63,Low
54587,39,48,25,94,36.0,Low
54588,88,42,24,70,23.0,Low
54589,90,33,49,76,22.8,Low
54590,41,51,96,71,21.83,Low
54591,95,58,54,92,10.0,Low
54592,84,64,41,10,20.8,Low
54593,55,72,81,72,17.27,Low
54594,40,80,26,62,37.27,Low
54595,98,73,27,86,16.0,Low
54596,68,47,33,58,23.13,Low
54597,33,81,41,22,42.0,Low
54598,84,84,56,85,10.3,Low
54599,84,21,34,11,39.5,Low
54600,63,28,22,53,39.9,Low
54601,38,82,32,81,35.23,Low
54602,68,34,51,78,25.33,Low
54603,54,42,74,56,25.6,Low
54604,78,88,42,40,17.6,Low
54605,70,32,38,62,29.67,Low
54606,79,91,20,78,18.2,Low
54607,30,78,29,97,38.5,Low
54608,55,35,68,19,34.17,Low
54609,77,80,61,31,14.7,Low
54610,83,35,24,51,29.1,Low
54611,41,23,63,53,46.43,Medium
54612,61,76,27,99,22.17,Low
54613,59,71,48,34,25.53,Low
54614,31,42,36,14,49.67,Medium
54615,55,97,67,24,24.87,Low
54616,43,54,34,25,37.77,Low
54617,69,44,99,79,9.1,Low
54618,71,94,75,18,15.33,Low
54619,32,86,40,26,42.33,Low
54620,62,33,52,17,35.03,Low
54621,79,35,71,85,16.3,Low
54622,78,69,99,19,8.3,Low
54623,79,84,96,57,5.1,Low
54624,33,81,43,90,34.8,Low
54625,96,94,97,18,8.8,Low
54626,93,20,35,97,31.3,Low
54627,77,63,73,41,11.3,Low
54628,58,40,35,19,36.17,Low
54629,45,96,92,86,19.0,Low
54630,48,28,92,24,36.8,Low
54631,95,25,61,39,28.9,Low
54632,72,27,21,26,38.6,Low
54633,69,39,45,29,27.9,Low
54634,71,45,94,24,13.93,Low
54635,70,43,22,25,29.97,Low
54636,39,50,51,86,30.4,Low
54637,95,49,22,99,16.3,Low
54638,71,83,89,55,8.83,Low
54639,65,37,71,89,20.03,Low
54640,71,90,41,34,20.53,Low
54641,75,61,98,17,8.7,Low
54642,58,99,28,75,25.97,Low
54643,59,36,29,80,33.13,Low
54644,59,25,37,45,41.63,Low
54645,77,73,65,28,14.2,Low
54646,91,88,91,71,4.7,Low
54647,44,89,27,36,37.53,Low
54648,68,54,55,36,19.13,Low
54649,66,51,78,71,12.1,Low
54650,36,49,54,20,38.6,Low
54651,68,38,20,64,30.53,Low
54652,51,46,94,60,20.4,Low
54653,69,46,41,81,19.3,Low
54654,37,33,96,60,35.27,Low
54655,87,29,46,35,29.9,Low
54656,45,85,63,80,25.4,Low
54657,97,34,84,48,18.0,Low
54658,74,71,42,32,18.93,Low
54659,79,37,50,52,22.6,Low
54660,95,61,71,41,11.7,Low
54661,98,61,88,71,5.3,Low
54662,45,70,83,56,23.8,Low
54663,70,70,87,90,6.27,Low
54664,35,32,45,52,47.93,Medium
54665,66,95,86,91,8.5,Low
54666,55,75,74,27,23.17,Low
54667,67,81,87,98,7.07,Low
54668,77,45,25,47,23.3,Low
54669,90,50,57,17,16.9,Low
54670,72,50,75,56,11.0,Low
54671,83,33,66,83,18.7,Low
54672,82,29,92,40,20.2,Low
54673,35,88,84,10,33.53,Low
54674,45,41,33,18,43.0,Low
54675,98,59,56,64,12.4,Low
54676,55,46,24,18,36.47,Low
54677,95,90,78,95,4.9,Low
54678,96,33,49,15,28.9,Low
54679,50,55,95,67,17.63,Low
54680,68,80,91,29,12.63,Low
54681,79,97,42,27,18.9,Low
54682,98,87,62,42,13.4,Low
54683,98,25,48,34,32.0,Low
54684,78,81,56,78,11.0,Low
54685,55,94,71,65,19.97,Low
54686,53,71,88,22,21.93,Low
54687,52,93,97,73,15.57,Low
54688,90,50,61,48,13.0,Low
54689,71,72,74,79,9.43,Low
54690,93,99,69,69,9.3,Low
54691,83,65,28,32,21.2,Low
54692,69,36,57,35,26.7,Low
54693,70,57,88,63,8.77,Low
54694,45,58,43,34,34.0,Low
54695,50,57,96,24,21.73,Low
54696,80,65,39,54,16.8,Low
54697,98,80,20,37,22.3,Low
54698,54,46,96,16,22.8,Low
54699,88,55,79,75,6.7,Low
54700,82,51,44,75,13.7,Low
54701,59,28,57,35,36.83,Low
54702,51,79,43,78,26.4,Low
54703,77,91,27,19,22.7,Low
54704,53,20,49,37,46.23,Medium
54705,79,60,21,28,23.0,Low
54706,40,66,55,48,32.87,Low
54707,39,73,23,45,40.1,Low
54708,37,20,21,30,61.07,Medium
54709,78,89,86,57,7.1,Low
54710,54,84,31,72,27.8,Low
54711,60,21,55,51,39.3,Low
54712,77,82,81,51,8.7,Low
54713,40,64,85,97,21.97,Low
54714,62,49,81,22,19.13,Low
54715,35,50,97,13,30.63,Low
54716,60,94,60,52,20.8,Low
54717,40,68,39,69,33.97,Low
54718,80,34,60,27,24.9,Low
54719,80,53,58,28,15.6,Low
54720,65,79,38,28,24.93,Low
54721,30,72,63,56,35.8,Low
54722,41,76,68,25,32.03,Low
54723,42,71,77,85,23.7,Low
54724,60,33,37,10,39.8,Low
54725,72,80,41,94,14.0,Low
54726,32,23,61,93,47.63,Medium
54727,85,88,65,49,12.1,Low
54728,82,42,39,87,18.3,Low
54729,52,22,59,43,42.97,Low
54730,96,77,70,90,7.0,Low
54731,45,49,62,22,32.0,Low
54732,80,33,59,82,20.2,Low
54733,34,41,27,93,42.57,Low
54734,98,76,56,39,14.9,Low
54735,46,21,69,56,43.47,Low
54736,80,98,86,35,9.3,Low
54737,84,83,84,84,4.8,Low
54738,47,25,31,19,51.83,Medium
54739,84,42,90,59,10.9,Low
54740,32,95,63,75,32.83,Low
54741,61,41,26,42,33.47,Low
54742,41,76,87,28,27.93,Low
54743,88,68,49,48,15.4,Low
54744,40,25,21,20,57.47,Medium
54745,60,33,25,85,34.7,Low
54746,91,36,35,53,26.1,Low
54747,86,32,90,92,13.6,Low
54748,62,27,25,58,39.93,Low
54749,57,37,39,87,30.9,Low
54750,99,57,98,95,0.9,Low
54751,84,62,66,58,11.0,Low
54752,58,81,36,92,22.67,Low
54753,97,95,25,85,16.5,Low
54754,92,41,21,48,26.4,Low
54755,34,26,45,44,52.87,Medium
54756,84,43,21,10,29.0,Low
54757,51,92,68,35,25.7,Low
54758,89,20,44,21,37.1,Low
54759,39,34,22,84,46.0,Medium
54760,62,79,97,62,11.33,Low
54761,37,71,36,91,33.97,Low
54762,53,54,30,57,30.03,Low
54763,56,62,29,43,30.03,Low
54764,82,26,45,42,31.2,Low
54765,95,28,52,74,25.4,Low
54766,81,52,65,72,9.8,Low
54767,43,91,98,35,23.97,Low
54768,62,48,42,78,21.93,Low
54769,68,69,86,23,14.23,Low
54770,47,99,51,77,27.03,Low
54771,87,94,39,73,14.9,Low
54772,52,82,56,53,25.77,Low
54773,42,85,78,67,25.3,Low
54774,47,38,66,30,35.93,Low
54775,76,21,54,16,35.0,Low
54776,71,48,77,42,13.73,Low
54777,67,59,59,39,18.57,Low
54778,83,79,79,90,5.2,Low
54779,71,94,38,81,16.43,Low
54780,33,75,53,30,38.8,Low
54781,78,29,39,63,28.5,Low
54782,57,43,91,65,19.1,Low
54783,61,37,64,31,29.37,Low
54784,38,24,62,88,44.13,Low
54785,98,34,37,48,27.4,Low
54786,52,33,93,34,30.47,Low
54787,57,87,30,99,23.7,Low
54788,86,98,74,28,12.4,Low
54789,87,30,93,73,16.1,Low
54790,45,28,71,72,37.8,Low
54791,90,94,28,26,21.8,Low
54792,86,43,47,51,19.7,Low
54793,75,96,86,52,7.6,Low
54794,58,45,82,12,24.47,Low
54795,52,49,72,86,19.87,Low
54796,82,74,98,43,6.1,Low
54797,43,23,53,23,50.37,Medium
54798,94,41,20,21,29.3,Low
54799,73,49,42,22,21.07,Low
54800,85,89,29,61,18.1,Low
54801,76,77,33,50,18.4,Low
54802,74,45,87,44,11.73,Low
54803,39,36,86,92,31.2,Low
54804,65,26,68,85,27.63,Low
54805,86,93,97,66,4.0,Low
54806,90,96,79,35,10.7,Low
54807,86,84,43,61,15.3,Low
54808,59,40,36,79,29.43,Low
54809,83,26,49,49,29.7,Low
54810,49,40,23,36,41.67,Low
54811,74,29,26,15,36.43,Low
54812,63,77,25,38,27.6,Low
54813,72,71,36,41,20.3,Low
54814,89,80,91,16,10.2,Low
54815,86,81,28,92,15.2,Low
54816,98,44,36,85,17.9,Low
54817,92,80,43,11,20.3,Low
54818,41,21,21,60,55.33,Medium
54819,53,20,44,28,48.13,Medium
54820,89,62,29,40,20.2,Low
54821,79,45,74,36,14.6,Low
54822,62,26,77,86,27.33,Low
54823,71,42,39,10,28.13,Low
54824,85,57,61,41,13.7,Low
54825,50,34,76,88,28.93,Low
54826,43,33,85,63,33.97,Low
54827,84,65,32,70,16.6,Low
54828,32,65,44,97,34.43,Low
54829,87,81,52,57,13.9,Low
54830,76,92,41,48,17.0,Low
54831,75,42,20,23,28.5,Low
54832,73,58,85,95,4.57,Low
54833,55,42,85,33,25.17,Low
54834,87,94,24,97,15.5,Low
54835,36,34,75,14,44.0,Low
54836,80,65,70,79,8.1,Low
54837,74,74,46,18,19.53,Low
54838,65,62,38,11,26.63,Low
54839,89,93,77,83,6.3,Low
54840,39,30,24,95,46.9,Medium
54841,50,57,69,18,27.73,Low
54842,79,62,97,32,7.4,Low
54843,92,95,73,37,11.7,Low
54844,59,53,25,66,26.93,Low
54845,69,70,27,74,20.4,Low
54846,52,49,73,59,22.37,Low
54847,73,49,45,88,13.87,Low
54848,89,21,47,21,35.9,Low
54849,94,71,43,31,18.3,Low
54850,72,91,86,83,6.1,Low
54851,52,38,95,26,27.87,Low
54852,89,93,83,53,8.1,Low
54853,75,98,80,86,5.4,Low
54854,74,95,67,21,15.03,Low
54855,99,86,45,42,16.8,Low
54856,90,52,31,84,15.4,Low
54857,77,88,44,47,16.5,Low
54858,40,36,57,76,38.07,Low
54859,67,28,49,54,32.27,Low
54860,59,61,69,95,15.23,Low
54861,68,37,77,50,21.13,Low
54862,47,50,69,75,23.63,Low
54863,33,95,67,84,30.6,Low
54864,44,77,68,64,26.53,Low
54865,38,21,60,57,49.43,Medium
54866,83,71,82,13,12.3,Low
54867,90,71,82,75,6.1,Low
54868,60,52,91,99,9.9,Low
54869,76,98,66,74,9.4,Low
54870,81,44,56,87,13.7,Low
54871,76,82,35,24,20.6,Low
54872,65,30,58,93,26.43,Low
54873,96,66,37,65,16.1,Low
54874,65,95,24,82,22.33,Low
54875,50,39,96,12,29.53,Low
54876,99,27,52,59,27.5,Low
54877,34,39,69,29,41.77,Low
54878,40,62,74,14,32.47,Low
54879,87,46,64,91,10.5,Low
54880,72,82,86,71,7.3,Low
54881,32,26,42,45,54.43,Medium
54882,66,80,45,72,18.6,Low
54883,73,20,44,81,32.17,Low
54884,87,89,98,45,5.9,Low
54885,61,66,34,42,26.47,Low
54886,78,89,98,87,1.7,Low
54887,90,40,71,75,14.3,Low
54888,67,82,95,29,12.37,Low
54889,86,73,28,84,16.0,Low
54890,81,38,90,41,15.1,Low
54891,42,85,68,60,28.0,Low
54892,96,30,25,59,31.1,Low
54893,47,21,24,59,51.63,Medium
54894,90,99,94,14,9.8,Low
54895,87,35,88,93,12.1,Low
54896,77,36,88,66,14.2,Low
54897,57,34,99,23,27.1,Low
54898,56,30,23,25,45.03,Medium
54899,96,34,20,79,27.7,Low
54900,81,33,60,32,25.0,Low
54901,82,66,53,62,13.2,Low
54902,93,73,71,16,14.2,Low
54903,73,34,42,12,31.07,Low
54904,49,93,33,95,27.77,Low
54905,53,81,75,32,23.53,Low
54906,75,86,69,89,7.3,Low
54907,86,30,93,96,13.8,Low
54908,49,38,70,81,28.97,Low
